"","tiempo","cop_ml","cop_ap"
"1610",20.261,-0.360869,-0.427374
"1611",20.265,-0.391656,-0.394178
"1612",20.28,-0.391656,-0.394178
"1613",20.295,-0.422849,-0.375669
"1614",20.296,-0.433904,-0.368595
"1615",20.321,-0.41035,-0.337432
"1616",20.325,-0.41035,-0.337432
"1617",20.34,-0.419049,-0.336407
"1618",20.356,-0.410731,-0.334976
"1619",20.371,-0.448051,-0.33377
"1620",20.386,-0.433376,-0.338084
"1621",20.401,-0.476415,-0.323036
"1622",20.417,-0.476415,-0.323036
"1623",20.419,-0.450189,-0.303945
"1624",20.434,-0.464752,-0.312873
"1625",20.455,-0.475831,-0.299177
"1626",20.458,-0.536275,-0.307856
"1627",20.479,-0.484438,-0.317184
"1628",20.494,-0.484438,-0.317184
"1629",20.509,-0.470263,-0.295663
"1630",20.51,-0.510198,-0.296189
"1631",20.525,-0.510198,-0.296189
"1632",20.547,-0.478673,-0.273186
"1633",20.549,-0.516863,-0.303447
"1634",20.563,-0.524774,-0.290774
"1635",20.578,-0.524774,-0.290774
"1636",20.58,-0.504091,-0.254711
"1637",20.595,-0.538415,-0.26518
"1638",20.61,-0.538415,-0.26518
"1639",20.611,-0.538121,-0.254104
"1640",20.64,-0.553823,-0.198832
"1641",20.643,-0.56475,-0.195465
"1642",20.658,-0.56475,-0.195465
"1643",20.661,-0.540985,-0.154338
"1644",20.676,-0.572094,-0.138675
"1645",20.691,-0.572094,-0.138675
"1646",20.693,-0.549541,-0.145826
"1647",20.707,-0.572179,-0.10849
"1648",20.711,-0.572179,-0.10849
"1649",20.726,-0.592667,-0.100507
"1650",20.751,-0.624721,-0.0714433
"1651",20.753,-0.580847,-0.0557891
"1652",20.777,-0.62872,-0.00588119
"1653",20.792,-0.584693,0.00997424
"1654",20.807,-0.617778,0.04426
"1655",20.822,-0.617778,0.04426
"1656",20.824,-0.627971,0.0749069
"1657",20.839,-0.584565,0.0840122
"1658",20.842,-0.584565,0.0840122
"1659",20.857,-0.635961,0.0937665
"1660",20.875,-0.610505,0.0955832
"1661",20.876,-0.610505,0.0955832
"1662",20.891,-0.604114,0.136945
"1663",20.906,-0.627188,0.122958
"1664",20.922,-0.646801,0.141694
"1665",20.937,-0.598672,0.133563
"1666",20.961,-0.638577,0.12297
"1667",20.965,-0.600992,0.124769
"1668",20.98,-0.584096,0.0939739
"1669",20.995,-0.584096,0.0939739
"1670",20.996,-0.608712,0.0664562
"1671",21.017,-0.587146,0.0049746
"1672",21.032,-0.595325,-0.0675997
"1673",21.036,-0.595325,-0.0675997
"1674",21.052,-0.53488,-0.110034
"1675",21.056,-0.520188,-0.182605
"1676",21.081,-0.50557,-0.190902
"1677",21.096,-0.50557,-0.190902
"1678",21.098,-0.476921,-0.18043
"1679",21.113,-0.494139,-0.207614
"1680",21.129,-0.482501,-0.207315
"1681",21.144,-0.453654,-0.196952
"1682",21.158,-0.473703,-0.195454
"1683",21.173,-0.473703,-0.195454
"1684",21.196,-0.499268,-0.19035
"1685",21.198,-0.482146,-0.190368
"1686",21.2,-0.482146,-0.190368
"1687",21.215,-0.458804,-0.166525
"1688",21.23,-0.492494,-0.142269
"1689",21.231,-0.492494,-0.142269
"1690",21.255,-0.455023,-0.129985
"1691",21.269,-0.483719,-0.123493
"1692",21.271,-0.462788,-0.0836286
"1693",21.305,-0.462788,-0.0836286
"1694",21.306,-0.47427,-0.0873873
"1695",21.33,-0.458859,-0.0510433
"1696",21.332,-0.47317,-0.0424924
"1697",21.353,-0.455666,-0.0492695
"1698",21.37,-0.455666,-0.0492695
"1699",21.372,-0.439952,0.0281024
"1700",21.391,-0.453474,0.050354
"1701",21.393,-0.453474,0.050354
"1702",21.408,-0.473811,0.0692725
"1703",21.423,-0.448342,0.0467706
"1704",21.425,-0.448342,0.0467706
"1705",21.44,-0.436693,0.071007
"1706",21.456,-0.436693,0.071007
"1707",21.458,-0.439641,0.0832593
"1708",21.472,-0.441568,0.101972
"1709",21.487,-0.413312,0.0849456
"1710",21.502,-0.435491,0.0915313
"1711",21.505,-0.435491,0.0915313
"1712",21.52,-0.397398,0.114039
"1713",21.55,-0.401278,0.0780916
"1714",21.551,-0.401278,0.0780916
"1715",21.566,-0.387628,0.0455368
"1716",21.593,-0.342157,0.0322616
"1717",21.595,-0.342157,0.0322616
"1718",21.596,-0.328989,-0.0247291
"1719",21.611,-0.326619,-0.0399426
"1720",21.626,-0.326619,-0.0399426
"1721",21.628,-0.333144,-0.0741827
"1722",21.642,-0.333144,-0.0741827
"1723",21.657,-0.246596,-0.18885
"1724",21.658,-0.270018,-0.199722
"1725",21.684,-0.261052,-0.306348
"1726",21.687,-0.200485,-0.300778
"1727",21.705,-0.200485,-0.300778
"1728",21.707,-0.224622,-0.348448
"1729",21.723,-0.224622,-0.348448
"1730",21.738,-0.21098,-0.377539
"1731",21.742,-0.199661,-0.377475
"1732",21.766,-0.199661,-0.377475
"1733",21.768,-0.231925,-0.412771
"1734",21.77,-0.184134,-0.445272
"1735",21.793,-0.220634,-0.416193
"1736",21.808,-0.220634,-0.416193
"1737",21.81,-0.240715,-0.411197
"1738",21.826,-0.257421,-0.390879
"1739",21.841,-0.263065,-0.380864
"1740",21.856,-0.285363,-0.360585
"1741",21.871,-0.320157,-0.367228
"1742",21.886,-0.320157,-0.367228
"1743",21.901,-0.308368,-0.356458
"1744",21.903,-0.348443,-0.350955
"1745",21.932,-0.348443,-0.350955
"1746",21.936,-0.40502,-0.316302
"1747",21.96,-0.413197,-0.307744
"1748",21.962,-0.450736,-0.283249
"1749",21.977,-0.450736,-0.283249
"1750",21.992,-0.449401,-0.261913
"1751",21.993,-0.449401,-0.261913
"1752",22.009,-0.440936,-0.253554
"1753",22.023,-0.483499,-0.244915
"1754",22.025,-0.483499,-0.244915
"1755",22.04,-0.548597,-0.195658
"1756",22.045,-0.521986,-0.176239
"1757",22.068,-0.51301,-0.167492
"1758",22.083,-0.51301,-0.167492
"1759",22.097,-0.533016,-0.145492
"1760",22.12,-0.585304,-0.0551453
"1761",22.135,-0.617532,-0.0262535
"1762",22.151,-0.644906,-0.0159708
"1763",22.166,-0.644906,-0.0159708
"1764",22.167,-0.604223,0.00844181
"1765",22.182,-0.603168,0.0393641
"1766",22.197,-0.655058,0.0114781
"1767",22.212,-0.624074,-0.000417531
"1768",22.228,-0.627491,0.0149757
"1769",22.251,-0.627491,0.0149757
"1770",22.252,-0.644496,0.0113976
"1771",22.267,-0.601651,-0.0105563
"1772",22.269,-0.601651,-0.0105563
"1773",22.284,-0.64567,-0.0367883
"1774",22.287,-0.654885,-0.0488368
"1775",22.304,-0.654885,-0.0488368
"1776",22.319,-0.648543,-0.0557622
"1777",22.32,-0.648543,-0.0557622
"1778",22.335,-0.645413,-0.0605553
"1779",22.339,-0.623405,-0.0812843
"1780",22.354,-0.623405,-0.0812843
"1781",22.368,-0.621331,-0.120683
"1782",22.37,-0.636204,-0.143186
"1783",22.395,-0.649044,-0.171039
"1784",22.41,-0.60374,-0.181262
"1785",22.425,-0.623277,-0.186586
"1786",22.44,-0.623277,-0.186586
"1787",22.441,-0.566255,-0.2031
"1788",22.457,-0.606471,-0.220077
"1789",22.461,-0.606471,-0.220077
"1790",22.476,-0.578497,-0.240839
"1791",22.493,-0.536683,-0.290643
"1792",22.508,-0.576963,-0.300774
"1793",22.512,-0.576963,-0.300774
"1794",22.527,-0.554904,-0.335377
"1795",22.542,-0.560921,-0.345893
"1796",22.572,-0.578441,-0.376545
"1797",22.576,-0.567693,-0.404443
"1798",22.591,-0.527394,-0.396961
"1799",22.593,-0.527394,-0.396961
"1800",22.608,-0.548953,-0.461063
"1801",22.623,-0.511594,-0.472272
"1802",22.625,-0.511594,-0.472272
"1803",22.643,-0.555632,-0.516124
"1804",22.645,-0.545391,-0.555013
"1805",22.666,-0.52537,-0.583345
"1806",22.681,-0.499383,-0.574356
"1807",22.696,-0.499383,-0.574356
"1808",22.698,-0.489603,-0.530796
"1809",22.713,-0.489603,-0.530796
"1810",22.717,-0.502038,-0.562596
"1811",22.732,-0.475386,-0.536139
"1812",22.747,-0.475386,-0.536139
"1813",22.748,-0.480892,-0.538975
"1814",22.763,-0.475545,-0.546341
"1815",22.78,-0.475545,-0.546341
"1816",22.781,-0.476204,-0.576674
"1817",22.796,-0.475703,-0.546556
"1818",22.798,-0.475703,-0.546556
"1819",22.815,-0.459303,-0.571193
"1820",22.83,-0.503138,-0.59775
"1821",22.845,-0.477056,-0.591934
"1822",22.86,-0.477056,-0.591934
"1823",22.861,-0.471917,-0.619227
"1824",22.889,-0.454803,-0.632431
"1825",22.89,-0.461629,-0.674036
"1826",22.911,-0.425091,-0.719706
"1827",22.926,-0.477126,-0.734048
"1828",22.959,-0.437151,-0.747368
"1829",22.96,-0.43191,-0.771459
"1830",22.975,-0.454995,-0.798487
"1831",22.997,-0.464293,-0.814783
"1832",23.001,-0.441344,-0.805264
"1833",23.025,-0.504847,-0.845027
"1834",23.051,-0.472145,-0.785075
"1835",23.085,-0.501832,-0.820507
"1836",23.1,-0.515807,-0.808575
"1837",23.103,-0.535399,-0.789762
"1838",23.126,-0.554654,-0.75043
"1839",23.141,-0.611633,-0.74376
"1840",23.145,-0.611633,-0.74376
"1841",23.16,-0.593475,-0.695306
"1842",23.175,-0.62705,-0.666946
"1843",23.213,-0.652167,-0.628359
"1844",23.215,-0.656746,-0.593151
"1845",23.237,-0.695357,-0.501067
"1846",23.253,-0.752094,-0.447062
"1847",23.255,-0.752094,-0.447062
"1848",23.27,-0.72182,-0.374525
"1849",23.295,-0.755557,-0.326876
"1850",23.296,-0.767717,-0.249335
"1851",23.32,-0.819795,-0.141337
"1852",23.336,-0.816689,-0.0586313
"1853",23.34,-0.816689,-0.0586313
"1854",23.355,-0.831793,-0.0175264
"1855",23.357,-0.873742,0.00236392
"1856",23.38,-0.879492,0.0282204
"1857",23.395,-0.879492,0.0282204
"1858",23.397,-0.916882,0.0570756
"1859",23.412,-0.914572,0.103249
"1860",23.417,-0.914572,0.103249
"1861",23.432,-0.923331,0.13952
"1862",23.448,-0.914161,0.134202
"1863",23.448,-0.914161,0.134202
"1864",23.473,-0.938049,0.147856
"1865",23.475,-0.938049,0.147856
"1866",23.477,-0.896297,0.185766
"1867",23.492,-0.924388,0.234168
"1868",23.507,-0.914755,0.263287
"1869",23.522,-0.900973,0.29053
"1870",23.537,-0.900973,0.29053
"1871",23.538,-0.81459,0.315192
"1872",23.553,-0.81459,0.315192
"1873",23.577,-0.78747,0.354913
"1874",23.578,-0.794537,0.348303
"1875",23.593,-0.759724,0.362479
"1876",23.608,-0.767906,0.402272
"1877",23.611,-0.767906,0.402272
"1878",23.632,-0.708048,0.394354
"1879",23.647,-0.681573,0.409859
"1880",23.65,-0.67458,0.408899
"1881",23.665,-0.67458,0.408899
"1882",23.68,-0.700012,0.4032
"1883",23.682,-0.64327,0.411025
"1884",23.7,-0.64327,0.411025
"1885",23.701,-0.612497,0.371684
"1886",23.716,-0.612497,0.371684
"1887",23.731,-0.62471,0.372271
"1888",23.732,-0.579455,0.373244
"1889",23.747,-0.579455,0.373244
"1890",23.751,-0.545114,0.363082
"1891",23.766,-0.536849,0.344129
"1892",23.79,-0.495248,0.37827
"1893",23.805,-0.479145,0.319678
"1894",23.82,-0.476255,0.293326
"1895",23.822,-0.476255,0.293326
"1896",23.853,-0.449277,0.225019
"1897",23.855,-0.430341,0.182299
"1898",23.87,-0.382593,0.146738
"1899",23.885,-0.35529,0.0815409
"1900",23.9,-0.364859,0.0522584
"1901",23.915,-0.357154,-0.00504792
"1902",23.93,-0.322881,-0.0185689
"1903",23.945,-0.308739,-0.0303036
"1904",23.96,-0.289249,-0.0598311
"1905",23.975,-0.243872,-0.0866371
"1906",23.976,-0.264199,-0.105521
"1907",23.991,-0.264199,-0.105521
"1908",23.995,-0.238158,-0.0863019
"1909",24.01,-0.207049,-0.104705
"1910",24.025,-0.207049,-0.104705
"1911",24.026,-0.181885,-0.122951
"1912",24.041,-0.140989,-0.102587
"1913",24.056,-0.138405,-0.107467
"1914",24.071,-0.138405,-0.107467
"1915",24.088,-0.177887,-0.0875437
"1916",24.09,-0.15181,-0.0752646
"1917",24.096,-0.15181,-0.0752646
"1918",24.111,-0.160046,-0.0563613
"1919",24.126,-0.153822,-0.0357333
"1920",24.145,-0.139354,-0.0375143
"1921",24.147,-0.139354,-0.0375143
"1922",24.162,-0.147995,-0.0393203
"1923",24.177,-0.144602,-0.00981957
"1924",24.178,-0.144602,-0.00981957
"1925",24.193,-0.115721,-0.00973016
"1926",24.198,-0.150245,-0.0100225
"1927",24.221,-0.143951,0.0245011
"1928",24.243,-0.134814,0.0502056
"1929",24.261,-0.123832,0.0193012
"1930",24.263,-0.123832,0.0193012
"1931",24.278,-0.135536,0.0124151
"1932",24.28,-0.11577,-0.00285476
"1933",24.303,-0.11577,-0.00285476
"1934",24.305,-0.121725,-0.013243
"1935",24.32,-0.121725,-0.013243
"1936",24.321,-0.158782,-0.00844806
"1937",24.336,-0.12434,-0.00819772
"1938",24.351,-0.173512,-0.0240389
"1939",24.366,-0.165252,-0.0429896
"1940",24.381,-0.165252,-0.0429896
"1941",24.382,-0.131109,-0.0529656
"1942",24.404,-0.140147,-0.0683561
"1943",24.418,-0.162846,-0.061816
"1944",24.422,-0.162846,-0.061816
"1945",24.437,-0.165471,-0.0497836
"1946",24.452,-0.148721,-0.0666958
"1947",24.453,-0.148721,-0.0666958
"1948",24.482,-0.180154,-0.0653842
"1949",24.495,-0.177522,-0.0774318
"1950",24.518,-0.183049,-0.0671357
"1951",24.533,-0.214693,-0.0690597
"1952",24.536,-0.214693,-0.0690597
"1953",24.551,-0.220191,-0.0516897
"1954",24.555,-0.246124,-0.0533786
"1955",24.57,-0.246124,-0.0533786
"1956",24.585,-0.260444,-0.0589219
"1957",24.6,-0.274932,-0.057191
"1958",24.622,-0.285861,-0.0331986
"1959",24.623,-0.285861,-0.0331986
"1960",24.625,-0.28023,-0.0331405
"1961",24.641,-0.299306,0.0168264
"1962",24.656,-0.28751,0.0307041
"1963",24.68,-0.28751,0.0307041
"1964",24.681,-0.324762,0.0425756
"1965",24.696,-0.310126,0.044142
"1966",24.714,-0.298303,0.0650632
"1967",24.716,-0.338808,0.0580019
"1968",24.742,-0.361037,0.0853729
"1969",24.757,-0.380252,0.128286
"1970",24.772,-0.402652,0.145227
"1971",24.787,-0.402652,0.145227
"1972",24.789,-0.396657,0.144927
"1973",24.803,-0.404522,0.195075
"1974",24.818,-0.381292,0.215997
"1975",24.842,-0.464712,0.220721
"1976",24.857,-0.432299,0.260675
"1977",24.858,-0.432299,0.260675
"1978",24.873,-0.434861,0.276191
"1979",24.896,-0.480182,0.299892
"1980",24.898,-0.500309,0.304996
"1981",24.913,-0.500309,0.304996
"1982",24.937,-0.491384,0.299517
"1983",24.938,-0.465444,0.304806
"1984",24.953,-0.528766,0.286934
"1985",24.968,-0.531675,0.285212
"1986",24.97,-0.531675,0.285212
"1987",24.985,-0.505744,0.297536
"1988",25,-0.522833,0.318393
"1989",25.015,-0.534314,0.328839
"1990",25.03,-0.534314,0.328839
"1991",25.031,-0.542051,0.340211
"1992",25.041,-0.545104,0.338577
"1993",25.056,-0.545104,0.338577
"1994",25.071,-0.50844,0.313151
"1995",25.072,-0.50844,0.313151
"1996",25.087,-0.55711,0.310897
"1997",25.111,-0.589654,0.267711
"1998",25.123,-0.589654,0.267711
"1999",25.147,-0.533715,0.209745
"2000",25.162,-0.520363,0.16688
"2001",25.177,-0.483051,0.16536
"2002",25.192,-0.483051,0.16536
"2003",25.193,-0.486714,0.118686
"2004",25.208,-0.458896,0.0638241
"2005",25.223,-0.458896,0.0638241
"2006",25.225,-0.45435,0.00184
"2007",25.246,-0.4472,-0.047847
"2008",25.261,-0.42872,-0.118293
"2009",25.265,-0.42872,-0.118293
"2010",25.282,-0.401114,-0.162954
"2011",25.286,-0.378127,-0.162866
"2012",25.301,-0.378127,-0.162866
"2013",25.316,-0.423874,-0.152583
"2014",25.317,-0.392091,-0.150776
"2015",25.341,-0.38643,-0.164108
"2016",25.356,-0.365824,-0.124927
"2017",25.371,-0.357391,-0.133347
"2018",25.386,-0.357391,-0.133347
"2019",25.388,-0.363328,-0.139966
"2020",25.403,-0.336842,-0.120657
"2021",25.427,-0.371097,-0.11035
"2022",25.428,-0.342411,-0.120703
"2023",25.451,-0.3543,-0.134361
"2024",25.473,-0.319545,-0.11383
"2025",25.488,-0.342907,-0.131499
"2026",25.49,-0.342907,-0.131499
"2027",25.505,-0.323333,-0.160804
"2028",25.52,-0.381289,-0.168166
"2029",25.522,-0.381289,-0.168166
"2030",25.536,-0.363456,-0.144222
"2031",25.551,-0.374809,-0.137243
"2032",25.552,-0.392583,-0.164789
"2033",25.567,-0.346753,-0.174666
"2034",25.571,-0.346753,-0.174666
"2035",25.586,-0.34387,-0.176476
"2036",25.601,-0.381629,-0.202259
"2037",25.602,-0.381629,-0.202259
"2038",25.617,-0.375889,-0.202005
"2039",25.632,-0.418827,-0.180527
"2040",25.647,-0.404234,-0.181775
"2041",25.662,-0.378235,-0.166367
"2042",25.687,-0.406557,-0.14598
"2043",25.702,-0.40859,-0.133591
"2044",25.717,-0.383215,-0.152124
"2045",25.732,-0.411548,-0.145003
"2046",25.733,-0.411548,-0.145003
"2047",25.748,-0.397164,-0.136691
"2048",25.78,-0.422892,-0.121606
"2049",25.783,-0.400047,-0.114647
"2050",25.785,-0.440378,-0.10844
"2051",25.808,-0.423269,-0.121798
"2052",25.831,-0.422491,-0.0906408
"2053",25.835,-0.411345,-0.0977281
"2054",25.85,-0.411345,-0.0977281
"2055",25.865,-0.391722,-0.119821
"2056",25.867,-0.388196,-0.117706
"2057",25.882,-0.388196,-0.117706
"2058",25.886,-0.392066,-0.154159
"2059",25.901,-0.392066,-0.154159
"2060",25.91,-0.409624,-0.161346
"2061",25.925,-0.412536,-0.159701
"2062",25.926,-0.412536,-0.159701
"2063",25.941,-0.369799,-0.17832
"2064",25.966,-0.403884,-0.167966
"2065",25.967,-0.392511,-0.164689
"2066",25.982,-0.392511,-0.164689
"2067",25.997,-0.42741,-0.198671
"2068",25.998,-0.427864,-0.219672
"2069",26.016,-0.427864,-0.219672
"2070",26.017,-0.374305,-0.258856
"2071",26.032,-0.380589,-0.289424
"2072",26.047,-0.378166,-0.298602
"2073",26.076,-0.3736,-0.333483
"2074",26.08,-0.342809,-0.382968
"2075",26.106,-0.366949,-0.438212
"2076",26.109,-0.355755,-0.445431
"2077",26.123,-0.355755,-0.445431
"2078",26.138,-0.379306,-0.476162
"2079",26.146,-0.379306,-0.476162
"2080",26.149,-0.342624,-0.514355
"2081",26.163,-0.373764,-0.492555
"2082",26.188,-0.373764,-0.492555
"2083",26.192,-0.396855,-0.506371
"2084",26.217,-0.387628,-0.599861
"2085",26.22,-0.387628,-0.599861
"2086",26.235,-0.362247,-0.619013
"2087",26.25,-0.340125,-0.661232
"2088",26.251,-0.340125,-0.661232
"2089",26.266,-0.326246,-0.67908
"2090",26.27,-0.315028,-0.700496
"2091",26.293,-0.315028,-0.700496
"2092",26.295,-0.340588,-0.696977
"2093",26.301,-0.340588,-0.696977
"2094",26.316,-0.345816,-0.665644
"2095",26.331,-0.340487,-0.699408
"2096",26.346,-0.338125,-0.702652
"2097",26.361,-0.338176,-0.696534
"2098",26.376,-0.320804,-0.692408
"2099",26.391,-0.320804,-0.692408
"2100",26.392,-0.300747,-0.690318
"2101",26.42,-0.331637,-0.663646
"2102",26.423,-0.372888,-0.713361
"2103",26.438,-0.320698,-0.6939
"2104",26.453,-0.320698,-0.6939
"2105",26.455,-0.318606,-0.724038
"2106",26.477,-0.30423,-0.721098
"2107",26.492,-0.322112,-0.748816
"2108",26.495,-0.322112,-0.748816
"2109",26.51,-0.285217,-0.771748
"2110",26.525,-0.320163,-0.789683
"2111",26.54,-0.338088,-0.818389
"2112",26.555,-0.340886,-0.817089
"2113",26.556,-0.340886,-0.817089
"2114",26.571,-0.320294,-0.794168
"2115",26.576,-0.320294,-0.794168
"2116",26.591,-0.319725,-0.769659
"2117",26.606,-0.394298,-0.769904
"2118",26.607,-0.394298,-0.769904
"2119",26.622,-0.388047,-0.758731
"2120",26.637,-0.370508,-0.737585
"2121",26.638,-0.370508,-0.737585
"2122",26.653,-0.395156,-0.687465
"2123",26.658,-0.395156,-0.687465
"2124",26.672,-0.42088,-0.663562
"2125",26.687,-0.412273,-0.664706
"2126",26.702,-0.431849,-0.638651
"2127",26.718,-0.468199,-0.599595
"2128",26.72,-0.468199,-0.599595
"2129",26.735,-0.473055,-0.554776
"2130",26.738,-0.473055,-0.554776
"2131",26.753,-0.492431,-0.522552
"2132",26.768,-0.572976,-0.529803
"2133",26.783,-0.56892,-0.483425
"2134",26.798,-0.600202,-0.45452
"2135",26.813,-0.587738,-0.419865
"2136",26.828,-0.587738,-0.419865
"2137",26.83,-0.57238,-0.380057
"2138",26.845,-0.59417,-0.335357
"2139",26.86,-0.614218,-0.330336
"2140",26.877,-0.633273,-0.287714
"2141",26.881,-0.633273,-0.287714
"2142",26.905,-0.675784,-0.255407
"2143",26.907,-0.67005,-0.248483
"2144",26.921,-0.687109,-0.231738
"2145",26.922,-0.721514,-0.184101
"2146",26.937,-0.721514,-0.184101
"2147",26.952,-0.735167,-0.175593
"2148",26.956,-0.706162,-0.175512
"2149",26.98,-0.731161,-0.159796
"2150",26.982,-0.74538,-0.151326
"2151",27.003,-0.760135,-0.16716
"2152",27.018,-0.760135,-0.16716
"2153",27.022,-0.69603,-0.145711
"2154",27.048,-0.738291,-0.127096
"2155",27.061,-0.738291,-0.127096
"2156",27.063,-0.722213,-0.137447
"2157",27.097,-0.753599,-0.153371
"2158",27.098,-0.753599,-0.153371
"2159",27.115,-0.710812,-0.14098
"2160",27.116,-0.67845,-0.142177
"2161",27.131,-0.67845,-0.142177
"2162",27.135,-0.657134,-0.170146
"2163",27.15,-0.659879,-0.212448
"2164",27.165,-0.651376,-0.197175
"2165",27.181,-0.651376,-0.197175
"2166",27.186,-0.597265,-0.232765
"2167",27.201,-0.615151,-0.239992
"2168",27.216,-0.574914,-0.246482
"2169",27.231,-0.52959,-0.253233
"2170",27.266,-0.52959,-0.253233
"2171",27.27,-0.558303,-0.263937
"2172",27.285,-0.54056,-0.235969
"2173",27.29,-0.54056,-0.235969
"2174",27.305,-0.527251,-0.275793
"2175",27.307,-0.509334,-0.271569
"2176",27.337,-0.489293,-0.263055
"2177",27.338,-0.489293,-0.263055
"2178",27.353,-0.454184,-0.238474
"2179",27.357,-0.452118,-0.264702
"2180",27.372,-0.452118,-0.264702
"2181",27.377,-0.474772,-0.254684
"2182",27.392,-0.440037,-0.247556
"2183",27.407,-0.440037,-0.247556
"2184",27.409,-0.468314,-0.237318
"2185",27.43,-0.428034,-0.213342
"2186",27.448,-0.404833,-0.216529
"2187",27.45,-0.404833,-0.216529
"2188",27.465,-0.407845,-0.21807
"2189",27.468,-0.415628,-0.19228
"2190",27.492,-0.415385,-0.181423
"2191",27.507,-0.415385,-0.181423
"2192",27.51,-0.383133,-0.151949
"2193",27.525,-0.368938,-0.150478
"2194",27.54,-0.368938,-0.150478
"2195",27.541,-0.378002,-0.176748
"2196",27.556,-0.349396,-0.179833
"2197",27.571,-0.369403,-0.177992
"2198",27.586,-0.369403,-0.177992
"2199",27.601,-0.346856,-0.19209
"2200",27.602,-0.352848,-0.192556
"2201",27.617,-0.352848,-0.192556
"2202",27.621,-0.364248,-0.192502
"2203",27.636,-0.358157,-0.188794
"2204",27.651,-0.352006,-0.164572
"2205",27.701,-0.34662,-0.181859
"2206",27.705,-0.361037,-0.193978
"2207",27.72,-0.304149,-0.224445
"2208",27.735,-0.353172,-0.229638
"2209",27.75,-0.315963,-0.238245
"2210",27.765,-0.307176,-0.229521
"2211",27.78,-0.307176,-0.229521
"2212",27.783,-0.305028,-0.258952
"2213",27.798,-0.293806,-0.269326
"2214",27.813,-0.308174,-0.274204
"2215",27.828,-0.293885,-0.276025
"2216",27.843,-0.302288,-0.267664
"2217",27.845,-0.291632,-0.302092
"2218",27.87,-0.268413,-0.295151
"2219",27.885,-0.273767,-0.274619
"2220",27.9,-0.271177,-0.290133
"2221",27.905,-0.259471,-0.275971
"2222",27.927,-0.262161,-0.266915
"2223",27.942,-0.262161,-0.266915
"2224",27.946,-0.276938,-0.282419
"2225",27.961,-0.279814,-0.284247
"2226",27.976,-0.285439,-0.277738
"2227",27.991,-0.276844,-0.276094
"2228",28.006,-0.271179,-0.279393
"2229",28.007,-0.282066,-0.258679
"2230",28.023,-0.282066,-0.258679
"2231",28.026,-0.267893,-0.266882
"2232",28.046,-0.27024,-0.241097
"2233",28.079,-0.273144,-0.239419
"2234",28.08,-0.284842,-0.243607
"2235",28.095,-0.295626,-0.215943
"2236",28.111,-0.276002,-0.238136
"2237",28.126,-0.300896,-0.195676
"2238",28.141,-0.263332,-0.182643
"2239",28.157,-0.257148,-0.165128
"2240",28.159,-0.268449,-0.158491
"2241",28.173,-0.290708,-0.124015
"2242",28.192,-0.264817,-0.125696
"2243",28.207,-0.290039,-0.0966847
"2244",28.228,-0.292835,-0.0916788
"2245",28.231,-0.295435,-0.0728139
"2246",28.247,-0.295435,-0.0728139
"2247",28.25,-0.286388,-0.0540707
"2248",28.265,-0.286388,-0.0540707
"2249",28.271,-0.294176,-0.010964
"2250",28.287,-0.32566,0.000990629
"2251",28.302,-0.301728,0.0389135
"2252",28.317,-0.291841,0.09247
"2253",28.331,-0.26821,0.123598
"2254",28.356,-0.26821,0.123598
"2255",28.357,-0.302517,0.130259
"2256",28.381,-0.299384,0.1423
"2257",28.382,-0.299384,0.1423
"2258",28.397,-0.304976,0.152686
"2259",28.412,-0.347976,0.150467
"2260",28.436,-0.34548,0.138527
"2261",28.451,-0.316213,0.155802
"2262",28.453,-0.316213,0.155802
"2263",28.471,-0.310495,0.159439
"2264",28.473,-0.321479,0.17284
"2265",28.5,-0.361608,0.169036
"2266",28.515,-0.367928,0.166045
"2267",28.516,-0.367928,0.166045
"2268",28.531,-0.367321,0.19711
"2269",28.546,-0.389749,0.228041
"2270",28.561,-0.418139,0.234516
"2271",28.576,-0.389719,0.228027
"2272",28.591,-0.37421,0.270921
"2273",28.606,-0.37421,0.270921
"2274",28.607,-0.380123,0.249851
"2275",28.622,-0.380123,0.249851
"2276",28.626,-0.391468,0.263758
"2277",28.641,-0.368202,0.274091
"2278",28.657,-0.360368,0.245152
"2279",28.672,-0.386801,0.222738
"2280",28.687,-0.386801,0.222738
"2281",28.688,-0.404836,0.191651
"2282",28.703,-0.404836,0.191651
"2283",28.707,-0.410503,0.202094
"2284",28.722,-0.395964,0.200341
"2285",28.737,-0.42844,0.167407
"2286",28.752,-0.44513,0.174007
"2287",28.773,-0.428873,0.122361
"2288",28.788,-0.428873,0.122361
"2289",28.79,-0.395279,0.0883985
"2290",28.798,-0.40687,0.0813371
"2291",28.822,-0.428067,0.0171322
"2292",28.837,-0.417167,8.58307e-05
"2293",28.858,-0.417013,0.0140655
"2294",28.86,-0.417013,0.0140655
"2295",28.875,-0.414091,0.0053215
"2296",28.89,-0.409392,-0.0393417
"2297",28.891,-0.409392,-0.0393417
"2298",28.9,-0.409436,-0.0219977
"2299",28.915,-0.414574,-0.0119466
"2300",28.93,-0.414574,-0.0119466
"2301",28.931,-0.40067,-0.0273532
"2302",28.952,-0.387076,-0.0529701
"2303",28.987,-0.458886,-0.0552392
"2304",28.991,-0.415523,-0.0496423
"2305",29.01,-0.412837,-0.0578508
"2306",29.011,-0.398581,-0.0770652
"2307",29.026,-0.398581,-0.0770652
"2308",29.041,-0.381635,-0.0837296
"2309",29.042,-0.387962,-0.101278
