"","tiempo","cop_ml","cop_ap"
"895",11.351,-0.24731,0.0451201
"896",11.366,-0.294177,0.00690937
"897",11.381,-0.259776,0.000273585
"898",11.396,-0.259776,0.000273585
"899",11.398,-0.274295,-0.00850976
"900",11.412,-0.303033,-0.0121093
"901",11.428,-0.303033,-0.0121093
"902",11.429,-0.29505,-0.0274935
"903",11.444,-0.29732,-0.00844717
"904",11.459,-0.311017,0.0206816
"905",11.474,-0.311017,0.0206816
"906",11.479,-0.299688,0.0172788
"907",11.494,-0.293458,0.0381052
"908",11.509,-0.293458,0.0381052
"909",11.51,-0.305296,0.0242954
"910",11.526,-0.319551,0.0292164
"911",11.53,-0.319551,0.0292164
"912",11.545,-0.308397,0.00880837
"913",11.569,-0.312433,-0.0412327
"914",11.571,-0.281292,-0.0671759
"915",11.594,-0.311179,-0.108442
"916",11.609,-0.305536,-0.119165
"917",11.624,-0.290945,-0.106591
"918",11.651,-0.294168,-0.125988
"919",11.667,-0.294168,-0.125988
"920",11.682,-0.309436,-0.17211
"921",11.684,-0.34063,-0.160267
"922",11.705,-0.304253,-0.199488
"923",11.72,-0.315554,-0.196196
"924",11.722,-0.315554,-0.196196
"925",11.739,-0.341582,-0.208456
"926",11.754,-0.341582,-0.208456
"927",11.755,-0.329868,-0.194358
"928",11.77,-0.315319,-0.182185
"929",11.785,-0.309713,-0.189698
"930",11.809,-0.268899,-0.158218
"931",11.81,-0.268899,-0.158218
"932",11.814,-0.292572,-0.199926
"933",11.837,-0.335442,-0.197707
"934",11.852,-0.298871,-0.220301
"935",11.855,-0.298871,-0.220301
"936",11.87,-0.278641,-0.208198
"937",11.885,-0.278914,-0.222405
"938",11.901,-0.290352,-0.219196
"939",11.916,-0.275241,-0.189645
"940",11.931,-0.306553,-0.173916
"941",11.946,-0.306553,-0.173916
"942",11.948,-0.266472,-0.183887
"943",11.962,-0.257877,-0.185226
"944",11.977,-0.266217,-0.170132
"945",12.007,-0.257185,-0.154731
"946",12.009,-0.257185,-0.154731
"947",12.024,-0.288668,-0.149678
"948",12.039,-0.26505,-0.121928
"949",12.04,-0.258872,-0.10148
"950",12.066,-0.258872,-0.10148
"951",12.068,-0.29842,-0.0707674
"952",12.069,-0.292094,-0.0502735
"953",12.09,-0.292094,-0.0502735
"954",12.091,-0.2693,-0.0496405
"955",12.107,-0.2693,-0.0496405
"956",12.111,-0.24783,0.0139582
"957",12.126,-0.253403,0.0243151
"958",12.141,-0.253403,0.0243151
"959",12.143,-0.255793,0.0395536
"960",12.157,-0.238334,0.0535691
"961",12.172,-0.263247,0.0928473
"962",12.187,-0.294474,0.111664
"963",12.202,-0.297,0.127083
"964",12.204,-0.270672,0.142511
"965",12.226,-0.262474,0.127214
"966",12.241,-0.290863,0.147833
"967",12.256,-0.299813,0.125186
"968",12.271,-0.296889,0.123366
"969",12.274,-0.296889,0.123366
"970",12.304,-0.291795,0.0924611
"971",12.305,-0.26153,0.0394714
"972",12.32,-0.275953,0.0377333
"973",12.335,-0.239825,-0.0258628
"974",12.35,-0.247036,-0.0879371
"975",12.365,-0.247036,-0.0879371
"976",12.366,-0.199179,-0.144614
"977",12.391,-0.2267,-0.211857
"978",12.395,-0.18709,-0.239072
"979",12.41,-0.18709,-0.239072
"980",12.425,-0.143071,-0.324669
"981",12.426,-0.0638694,-0.371878
"982",12.461,-0.0798151,-0.438815
"983",12.462,-0.0798151,-0.438815
"984",12.466,-0.0679314,-0.432489
"985",12.489,-0.0397816,-0.452686
"986",12.504,-0.0431851,-0.482361
"987",12.507,-0.0124842,-0.492595
"988",12.522,-0.0124842,-0.492595
"989",12.537,-0.041227,-0.507326
"990",12.539,-0.041227,-0.507326
"991",12.554,-0.034681,-0.472857
"992",12.569,-0.0264272,-0.481124
"993",12.57,-0.0264272,-0.481124
"994",12.585,-0.028953,-0.476572
"995",12.589,-0.0454873,-0.442129
"996",12.611,-0.0432566,-0.449498
"997",12.626,-0.0907853,-0.396882
"998",12.641,-0.0534251,-0.394924
"999",12.664,-0.075686,-0.374859
"1000",12.679,-0.0867918,-0.365089
"1001",12.681,-0.0867918,-0.365089
"1002",12.696,-0.0975683,-0.326911
"1003",12.711,-0.148474,-0.296517
"1004",12.712,-0.148474,-0.296517
"1005",12.727,-0.130878,-0.264574
"1006",12.731,-0.130878,-0.264574
"1007",12.746,-0.150342,-0.232191
"1008",12.761,-0.166468,-0.191606
"1009",12.776,-0.171782,-0.167319
"1010",12.791,-0.182666,-0.146848
"1011",12.792,-0.182666,-0.146848
"1012",12.807,-0.230397,-0.093905
"1013",12.812,-0.230397,-0.093905
"1014",12.827,-0.287156,-0.0634557
"1015",12.842,-0.288905,-0.0239307
"1016",12.844,-0.288905,-0.0239307
"1017",12.865,-0.300515,-0.0205225
"1018",12.866,-0.300519,-0.0207558
"1019",12.89,-0.314616,-0.0156096
"1020",12.906,-0.337577,-0.0122398
"1021",12.932,-0.346704,-0.0277314
"1022",12.945,-0.346704,-0.0277314
"1023",12.946,-0.364436,-0.051941
"1024",12.97,-0.330159,-0.0620002
"1025",12.985,-0.404878,-0.059098
"1026",13,-0.364701,-0.0690928
"1027",13.025,-0.381508,-0.0484604
"1028",13.027,-0.421609,-0.0279996
"1029",13.06,-0.446926,-0.00254095
"1030",13.075,-0.446926,-0.00254095
"1031",13.079,-0.420508,0.00970602
"1032",13.095,-0.430976,0.0438613
"1033",13.099,-0.430976,0.0438613
"1034",13.114,-0.43546,0.0816357
"1035",13.137,-0.43546,0.0816357
"1036",13.139,-0.456312,0.0731403
"1037",13.14,-0.461525,0.100456
"1038",13.165,-0.434031,0.0422251
"1039",13.18,-0.456405,0.0764805
"1040",13.181,-0.456405,0.0764805
"1041",13.196,-0.439961,0.0422359
"1042",13.211,-0.439961,0.0422359
"1043",13.213,-0.440294,0.0353247
"1044",13.234,-0.413947,0.0683838
"1045",13.259,-0.448886,0.0507295
"1046",13.26,-0.431494,0.0545079
"1047",13.262,-0.431494,0.0545079
"1048",13.285,-0.404656,0.0910324
"1049",13.3,-0.419137,0.0749946
"1050",13.304,-0.411287,0.0461268
"1051",13.329,-0.413775,0.054642
"1052",13.344,-0.411317,0.045923
"1053",13.359,-0.365815,0.0255954
"1054",13.364,-0.379981,0.0342071
"1055",13.379,-0.368801,0.0206459
"1056",13.394,-0.351329,0.017311
"1057",13.409,-0.425221,0.0442725
"1058",13.424,-0.390689,0.047906
"1059",13.439,-0.369485,0.108245
"1060",13.462,-0.357933,0.118759
"1061",13.465,-0.357161,0.167162
"1062",13.48,-0.357161,0.167162
"1063",13.495,-0.417507,0.157873
"1064",13.496,-0.414063,0.190707
"1065",13.511,-0.414063,0.190707
"1066",13.515,-0.396416,0.20093
"1067",13.53,-0.396416,0.20093
"1068",13.551,-0.419179,0.21468
"1069",13.554,-0.421073,0.261192
"1070",13.556,-0.421073,0.261192
"1071",13.585,-0.371091,0.29362
"1072",13.589,-0.402971,0.284974
"1073",13.604,-0.385143,0.301951
"1074",13.607,-0.368582,0.285341
"1075",13.629,-0.393943,0.296854
"1076",13.644,-0.393943,0.296854
"1077",13.649,-0.362444,0.288293
"1078",13.666,-0.39909,0.320794
"1079",13.681,-0.376287,0.310525
"1080",13.696,-0.387238,0.341647
"1081",13.699,-0.387238,0.341647
"1082",13.714,-0.406393,0.391683
"1083",13.729,-0.406393,0.391683
"1084",13.73,-0.394581,0.394717
"1085",13.745,-0.368841,0.397031
"1086",13.76,-0.377287,0.416375
"1087",13.775,-0.387976,0.432569
"1088",13.791,-0.387976,0.432569
"1089",13.792,-0.393337,0.453342
"1090",13.814,-0.387304,0.46365
"1091",13.829,-0.352012,0.486757
"1092",13.831,-0.352012,0.486757
"1093",13.846,-0.354168,0.50849
"1094",13.861,-0.383034,0.512459
"1095",13.862,-0.383034,0.512459
"1096",13.877,-0.34278,0.527204
"1097",13.892,-0.34278,0.527204
"1098",13.896,-0.326818,0.476468
"1099",13.911,-0.362261,0.438815
"1100",13.912,-0.362261,0.438815
"1101",13.927,-0.332128,0.371749
"1102",13.942,-0.333381,0.305992
"1103",13.944,-0.333381,0.305992
"1104",13.959,-0.294223,0.261667
"1105",13.974,-0.272383,0.206539
"1106",13.975,-0.272383,0.206539
"1107",13.99,-0.261787,0.172409
"1108",13.994,-0.261787,0.172409
"1109",14.009,-0.228342,0.120808
"1110",14.024,-0.278194,0.0704992
"1111",14.025,-0.278194,0.0704992
"1112",14.04,-0.224379,0.0347185
"1113",14.057,-0.170569,-0.00457764
"1114",14.059,-0.170569,-0.00457764
"1115",14.074,-0.174563,-0.0473857
"1116",14.089,-0.137544,-0.062618
"1117",14.104,-0.149956,-0.10403
"1118",14.122,-0.129862,-0.109152
"1119",14.136,-0.115284,-0.103985
"1120",14.137,-0.115284,-0.103985
"1121",14.152,-0.131039,-0.149958
"1122",14.174,-0.0415131,-0.14107
"1123",14.177,-0.0431359,-0.195667
"1124",14.201,-0.0532731,-0.269838
"1125",14.214,0.00605881,-0.319475
"1126",14.232,0.00605881,-0.319475
"1127",14.234,-0.0128403,-0.402391
"1128",14.249,-0.0128403,-0.402391
"1129",14.25,0.00886023,-0.475018
"1130",14.265,0.0103295,-0.556783
"1131",14.289,0.0284135,-0.644026
"1132",14.29,0.0237733,-0.706463
"1133",14.314,0.0451684,-0.796678
"1134",14.329,0.108069,-0.820927
"1135",14.33,0.108069,-0.820927
"1136",14.345,0.0845224,-0.848927
"1137",14.36,0.0845224,-0.848927
"1138",14.361,0.10131,-0.851302
"1139",14.376,0.133994,-0.830177
"1140",14.391,0.133994,-0.830177
"1141",14.393,0.117072,-0.773056
"1142",14.407,0.085941,-0.758075
"1143",14.411,0.085941,-0.758075
"1144",14.426,0.130272,-0.704603
"1145",14.441,0.125471,-0.652767
"1146",14.456,0.0975579,-0.597143
"1147",14.477,0.0800967,-0.589639
"1148",14.492,0.04794,-0.526215
"1149",14.507,0.0391632,-0.509852
"1150",14.522,0.0391632,-0.509852
"1151",14.524,0.0374377,-0.452924
"1152",14.539,-0.0392422,-0.428246
"1153",14.562,-0.0392422,-0.428246
"1154",14.564,-0.0122622,-0.385504
"1155",14.585,-0.054881,-0.370659
"1156",14.602,-0.054881,-0.370659
"1157",14.605,-0.0711203,-0.329703
"1158",14.624,-0.0962496,-0.282741
"1159",14.639,-0.125086,-0.282702
"1160",14.654,-0.169757,-0.231678
"1161",14.655,-0.169757,-0.231678
"1162",14.67,-0.186346,-0.197107
"1163",14.685,-0.209087,-0.190541
"1164",14.7,-0.234254,-0.16176
"1165",14.715,-0.234254,-0.16176
"1166",14.716,-0.270523,-0.118853
"1167",14.731,-0.284831,-0.116981
"1168",14.746,-0.284831,-0.116981
"1169",14.747,-0.304115,-0.0814641
"1170",14.762,-0.304115,-0.0814641
"1171",14.766,-0.347109,-0.080063
"1172",14.781,-0.38615,-0.0423029
"1173",14.805,-0.38615,-0.0423029
"1174",14.806,-0.392704,-0.0564229
"1175",14.808,-0.355631,-0.068213
"1176",14.831,-0.432836,-0.0634798
"1177",14.859,-0.469555,-0.0207898
"1178",14.871,-0.445253,0.0345361
"1179",14.886,-0.462462,0.044868
"1180",14.889,-0.458086,0.0981259
"1181",14.912,-0.461078,0.0929278
"1182",14.927,-0.445893,0.125658
"1183",14.93,-0.445893,0.125658
"1184",14.945,-0.477043,0.147804
"1185",14.96,-0.477043,0.147804
"1186",14.961,-0.471526,0.158519
"1187",14.976,-0.45388,0.189788
"1188",14.98,-0.45388,0.189788
"1189",14.995,-0.455654,0.211641
"1190",15.01,-0.504285,0.244414
"1191",15.011,-0.504285,0.244414
"1192",15.026,-0.444421,0.333801
"1193",15.041,-0.444421,0.333801
"1194",15.042,-0.467508,0.355003
"1195",15.057,-0.473586,0.441779
"1196",15.072,-0.473586,0.441779
"1197",15.074,-0.458615,0.474663
"1198",15.089,-0.437857,0.500354
"1199",15.106,-0.434868,0.512731
"1200",15.122,-0.486583,0.50889
"1201",15.137,-0.428921,0.519322
"1202",15.152,-0.428921,0.519322
"1203",15.154,-0.419959,0.527596
"1204",15.169,-0.492774,0.502473
"1205",15.192,-0.441843,0.489984
"1206",15.195,-0.448006,0.465649
"1207",15.21,-0.448006,0.465649
"1208",15.216,-0.474596,0.454093
"1209",15.241,-0.486158,0.439814
"1210",15.245,-0.460498,0.406532
"1211",15.26,-0.460498,0.406532
"1212",15.284,-0.443341,0.392527
"1213",15.285,-0.455749,0.354767
"1214",15.3,-0.447346,0.346275
"1215",15.305,-0.447346,0.346275
"1216",15.32,-0.431296,0.301924
"1217",15.335,-0.411484,0.311372
"1218",15.35,-0.436704,0.329772
"1219",15.365,-0.436704,0.329772
"1220",15.366,-0.395201,0.367232
"1221",15.381,-0.431705,0.392305
"1222",15.399,-0.453186,0.47874
"1223",15.415,-0.443904,0.497133
"1224",15.432,-0.446732,0.538319
"1225",15.447,-0.427786,0.60683
"1226",15.469,-0.444536,0.616482
"1227",15.484,-0.456171,0.63132
"1228",15.511,-0.435516,0.642591
"1229",15.515,-0.437872,0.657742
"1230",15.518,-0.443536,0.668376
"1231",15.534,-0.443536,0.668376
"1232",15.549,-0.429037,0.655383
"1233",15.55,-0.429037,0.655383
"1234",15.565,-0.454029,0.694875
"1235",15.58,-0.468829,0.690488
"1236",15.581,-0.468829,0.690488
"1237",15.596,-0.456022,0.745187
"1238",15.6,-0.433494,0.731973
"1239",15.615,-0.433494,0.731973
"1240",15.63,-0.447077,0.760682
"1241",15.64,-0.447077,0.760682
"1242",15.655,-0.420512,0.797397
"1243",15.674,-0.428285,0.822111
"1244",15.689,-0.428279,0.82587
"1245",15.704,-0.404698,0.864769
"1246",15.719,-0.404698,0.864769
"1247",15.722,-0.398883,0.868261
"1248",15.737,-0.384451,0.881183
"1249",15.741,-0.384451,0.881183
"1250",15.756,-0.335914,0.869976
"1251",15.771,-0.350657,0.851337
"1252",15.772,-0.350657,0.851337
"1253",15.787,-0.354284,0.803386
"1254",15.802,-0.306098,0.77788
"1255",15.817,-0.300509,0.771196
"1256",15.832,-0.241151,0.735122
"1257",15.847,-0.244893,0.684975
"1258",15.862,-0.244893,0.684975
"1259",15.864,-0.190838,0.656621
"1260",15.879,-0.190838,0.656621
"1261",15.901,-0.184205,0.569608
"1262",15.902,-0.133972,0.494431
"1263",15.917,-0.12484,0.383888
"1264",15.94,-0.0911713,0.343173
"1265",15.955,-0.105783,0.331172
"1266",15.956,-0.126514,0.297659
"1267",15.971,-0.078465,0.275348
"1268",15.975,-0.0993356,0.245778
"1269",15.99,-0.0993356,0.245778
"1270",16.005,-0.0615045,0.264809
"1271",16.006,-0.0989869,0.255727
"1272",16.021,-0.0989869,0.255727
"1273",16.036,-0.0842333,0.284759
"1274",16.037,-0.0495106,0.298955
"1275",16.059,-0.0865653,0.307041
"1276",16.076,-0.0865653,0.307041
"1277",16.078,-0.0694945,0.293511
"1278",16.092,-0.0855386,0.341898
"1279",16.107,-0.0651613,0.367963
"1280",16.151,-0.0672072,0.390789
"1281",16.156,-0.0672072,0.390789
"1282",16.157,-0.0608638,0.4184
"1283",16.179,-0.1,0.485541
"1284",16.18,-0.1,0.485541
"1285",16.197,-0.0940293,0.486538
"1286",16.199,-0.0885278,0.478812
"1287",16.22,-0.106123,0.465086
"1288",16.235,-0.106123,0.465086
"1289",16.25,-0.0912592,0.473911
"1290",16.251,-0.079523,0.478515
"1291",16.271,-0.142571,0.504161
"1292",16.286,-0.151084,0.499613
"1293",16.301,-0.174288,0.489137
"1294",16.316,-0.174288,0.489137
"1295",16.331,-0.136694,0.501652
"1296",16.332,-0.143597,0.449923
"1297",16.357,-0.115636,0.422108
"1298",16.365,-0.102355,0.359137
"1299",16.387,-0.117554,0.319646
"1300",16.402,-0.117554,0.319646
"1301",16.404,-0.161453,0.283175
"1302",16.42,-0.131005,0.229779
"1303",16.422,-0.131005,0.229779
"1304",16.437,-0.142835,0.212492
"1305",16.452,-0.161393,0.153662
"1306",16.454,-0.161393,0.153662
"1307",16.471,-0.15381,0.100495
"1308",16.486,-0.189932,0.0243902
"1309",16.501,-0.204976,-0.00852138
"1310",16.506,-0.204976,-0.00852138
"1311",16.521,-0.226207,-0.0621074
"1312",16.525,-0.26437,-0.102434
"1313",16.546,-0.256296,-0.131882
"1314",16.561,-0.310938,-0.127223
"1315",16.576,-0.351009,-0.117071
"1316",16.597,-0.324038,-0.0735542
"1317",16.612,-0.346987,-0.0839835
"1318",16.627,-0.323021,-0.0388893
"1319",16.642,-0.334553,-0.0526696
"1320",16.657,-0.342806,-0.03041
"1321",16.681,-0.334638,-0.0457513
"1322",16.696,-0.325792,-0.0231734
"1323",16.701,-0.325792,-0.0231734
"1324",16.717,-0.317241,-0.0320613
"1325",16.719,-0.337134,-0.0233996
"1326",16.742,-0.373919,-0.0151375
"1327",16.757,-0.373919,-0.0151375
"1328",16.759,-0.34427,0.0433999
"1329",16.791,-0.352132,0.0796813
"1330",16.795,-0.360668,0.0881839
"1331",16.799,-0.353952,0.147116
"1332",16.824,-0.325049,0.143643
"1333",16.839,-0.33337,0.152085
"1334",16.84,-0.33337,0.152085
"1335",16.855,-0.30134,0.181797
"1336",16.872,-0.30134,0.181797
"1337",16.874,-0.312512,0.19544
"1338",16.889,-0.278005,0.195506
"1339",16.891,-0.278005,0.195506
"1340",16.906,-0.283602,0.198909
"1341",16.921,-0.302914,0.24552
"1342",16.936,-0.308797,0.249272
"1343",16.951,-0.258966,0.295848
"1344",16.966,-0.275557,0.326974
"1345",16.981,-0.275557,0.326974
"1346",16.982,-0.280535,0.364759
"1347",16.997,-0.279965,0.381492
"1348",17.012,-0.279965,0.381492
"1349",17.014,-0.2654,0.404774
"1350",17.037,-0.278693,0.450708
"1351",17.052,-0.313076,0.461612
"1352",17.067,-0.324112,0.478292
"1353",17.082,-0.255379,0.471736
"1354",17.097,-0.279941,0.521543
"1355",17.122,-0.316893,0.536213
"1356",17.124,-0.273575,0.552453
"1357",17.147,-0.29996,0.51885
"1358",17.162,-0.287823,0.549876
"1359",17.177,-0.282358,0.539963
"1360",17.201,-0.293994,0.529368
"1361",17.205,-0.26363,0.480144
"1362",17.22,-0.26363,0.480144
"1363",17.235,-0.264172,0.452458
"1364",17.236,-0.298622,0.463566
"1365",17.251,-0.298622,0.463566
"1366",17.27,-0.247361,0.43246
"1367",17.285,-0.250192,0.441059
"1368",17.287,-0.239155,0.423396
"1369",17.312,-0.239155,0.423396
"1370",17.314,-0.265212,0.411601
"1371",17.317,-0.197126,0.37709
"1372",17.334,-0.197126,0.37709
"1373",17.337,-0.232498,0.332238
"1374",17.352,-0.227208,0.318507
"1375",17.367,-0.230254,0.314063
"1376",17.382,-0.230254,0.314063
"1377",17.397,-0.20574,0.250331
"1378",17.399,-0.205924,0.233202
"1379",17.431,-0.197904,0.214199
"1380",17.435,-0.223467,0.229869
"1381",17.439,-0.223467,0.229869
"1382",17.462,-0.217621,0.229901
"1383",17.464,-0.217621,0.229901
"1384",17.479,-0.226288,0.231655
"1385",17.48,-0.212507,0.198963
"1386",17.495,-0.212507,0.198963
"1387",17.51,-0.235595,0.188085
"1388",17.511,-0.255792,0.189945
"1389",17.536,-0.238794,0.17967
"1390",17.551,-0.255701,0.196847
"1391",17.566,-0.244105,0.203896
"1392",17.581,-0.244105,0.203896
"1393",17.582,-0.289933,0.196198
"1394",17.597,-0.255799,0.186049
"1395",17.602,-0.255799,0.186049
"1396",17.617,-0.281353,0.197985
"1397",17.632,-0.261398,0.203864
"1398",17.634,-0.275563,0.212388
"1399",17.659,-0.294809,0.237356
"1400",17.674,-0.298114,0.222107
"1401",17.675,-0.325851,0.266621
"1402",17.69,-0.325851,0.266621
"1403",17.694,-0.331572,0.266528
"1404",17.715,-0.354168,0.28715
"1405",17.716,-0.354168,0.28715
"1406",17.726,-0.385343,0.312921
"1407",17.741,-0.385343,0.312921
"1408",17.745,-0.370131,0.334765
"1409",17.76,-0.369285,0.386961
"1410",17.764,-0.369285,0.386961
"1411",17.779,-0.386503,0.379604
"1412",17.794,-0.386503,0.379604
"1413",17.795,-0.414549,0.417507
"1414",17.812,-0.400177,0.422945
"1415",17.827,-0.402471,0.445107
"1416",17.842,-0.43941,0.456634
"1417",17.845,-0.43941,0.456634
"1418",17.869,-0.442047,0.465179
"1419",17.87,-0.442047,0.465179
"1420",17.885,-0.42782,0.45653
"1421",17.886,-0.465211,0.458189
"1422",17.915,-0.487997,0.479125
"1423",17.916,-0.499594,0.497054
"1424",17.94,-0.505424,0.493557
"1425",17.955,-0.519389,0.505266
"1426",17.956,-0.519389,0.505266
"1427",17.971,-0.498855,0.495842
"1428",17.992,-0.507613,0.508495
"1429",18.007,-0.485082,0.466624
"1430",18.022,-0.50277,0.46362
"1431",18.031,-0.491309,0.453086
"1432",18.062,-0.46277,0.396738
"1433",18.091,-0.475204,0.387395
"1434",18.093,-0.452405,0.359454
"1435",18.107,-0.461666,0.351416
"1436",18.111,-0.444175,0.365362
"1437",18.126,-0.435635,0.360203
"1438",18.131,-0.412659,0.3568
"1439",18.146,-0.412659,0.3568
"1440",18.151,-0.4187,0.335904
"1441",18.17,-0.41343,0.340235
"1442",18.171,-0.41343,0.340235
"1443",18.186,-0.411573,0.293741
"1444",18.19,-0.408478,0.295224
"1445",18.215,-0.405601,0.297014
"1446",18.23,-0.405601,0.297014
"1447",18.231,-0.38797,0.317879
"1448",18.246,-0.361902,0.323043
"1449",18.261,-0.395803,0.339713
"1450",18.276,-0.370175,0.327803
"1451",18.291,-0.378378,0.34309
"1452",18.316,-0.345308,0.288704
"1453",18.331,-0.313334,0.300727
"1454",18.333,-0.313334,0.300727
"1455",18.356,-0.342402,0.286803
"1456",18.357,-0.336348,0.307758
"1457",18.372,-0.336348,0.307758
"1458",18.374,-0.342059,0.300425
"1459",18.399,-0.342165,0.29713
"1460",18.402,-0.307795,0.301319
"1461",18.417,-0.307795,0.301319
"1462",18.432,-0.32012,0.248854
"1463",18.434,-0.297317,0.249347
"1464",18.457,-0.314754,0.238899
"1465",18.474,-0.314754,0.238899
"1466",18.475,-0.294429,0.244052
"1467",18.492,-0.277877,0.216853
"1468",18.495,-0.277877,0.216853
"1469",18.51,-0.25524,0.199676
"1470",18.514,-0.267941,0.140998
"1471",18.529,-0.267941,0.140998
"1472",18.535,-0.245528,0.117154
"1473",18.559,-0.283691,0.070104
"1474",18.574,-0.2757,0.0479347
"1475",18.576,-0.2757,0.0479347
"1476",18.591,-0.256836,-0.0122604
"1477",18.595,-0.23703,-0.0276393
"1478",18.61,-0.23703,-0.0276393
"1479",18.625,-0.234602,-0.0429761
"1480",18.627,-0.234602,-0.0429761
"1481",18.642,-0.238781,-0.0997925
"1482",18.646,-0.265044,-0.115154
"1483",18.661,-0.265044,-0.115154
"1484",18.666,-0.216277,-0.12382
"1485",18.681,-0.241965,-0.118724
"1486",18.707,-0.241965,-0.118724
"1487",18.72,-0.210707,-0.134107
"1488",18.735,-0.231849,-0.176808
"1489",18.739,-0.231849,-0.176808
"1490",18.754,-0.246143,-0.178965
"1491",18.769,-0.266726,-0.194508
"1492",18.784,-0.255249,-0.204509
"1493",18.799,-0.241208,-0.213329
"1494",18.8,-0.241208,-0.213329
"1495",18.815,-0.244014,-0.214717
"1496",18.83,-0.244014,-0.214717
"1497",18.831,-0.242299,-0.264871
"1498",18.854,-0.253394,-0.247994
"1499",18.855,-0.253394,-0.247994
"1500",18.878,-0.285603,-0.278074
"1501",18.88,-0.268044,-0.267096
"1502",18.897,-0.276759,-0.257941
"1503",18.901,-0.276759,-0.257941
"1504",18.916,-0.310509,-0.237896
"1505",18.931,-0.313716,-0.250004
"1506",18.946,-0.304963,-0.237671
"1507",18.961,-0.348091,-0.243602
"1508",18.964,-0.348091,-0.243602
"1509",18.981,-0.296231,-0.242602
"1510",18.984,-0.299278,-0.247915
"1511",19.007,-0.290963,-0.263431
"1512",19.024,-0.318763,-0.211915
"1513",19.039,-0.359248,-0.225676
"1514",19.053,-0.359248,-0.225676
"1515",19.055,-0.350294,-0.203694
"1516",19.071,-0.38213,-0.216076
"1517",19.086,-0.336631,-0.242954
"1518",19.101,-0.336631,-0.242954
"1519",19.105,-0.351572,-0.259578
"1520",19.12,-0.393805,-0.226443
"1521",19.135,-0.41071,-0.219452
"1522",19.15,-0.365117,-0.239807
"1523",19.166,-0.365117,-0.239807
"1524",19.167,-0.376771,-0.230026
"1525",19.194,-0.39368,-0.223184
"1526",19.196,-0.393943,-0.230152
"1527",19.211,-0.393943,-0.230152
"1528",19.235,-0.427841,-0.216041
"1529",19.236,-0.450411,-0.188643
"1530",19.251,-0.414984,-0.170693
"1531",19.266,-0.414984,-0.170693
"1532",19.267,-0.415342,-0.163893
"1533",19.294,-0.432733,-0.170954
"1534",19.309,-0.421833,-0.198652
"1535",19.31,-0.484274,-0.161477
"1536",19.331,-0.493205,-0.166761
"1537",19.36,-0.524731,-0.134561
"1538",19.364,-0.510782,-0.160565
"1539",19.385,-0.512341,-0.106616
"1540",19.4,-0.529054,-0.092901
"1541",19.415,-0.560464,-0.0946918
"1542",19.43,-0.57402,-0.0723785
"1543",19.445,-0.553267,-0.036276
"1544",19.47,-0.606334,-0.0139752
"1545",19.472,-0.599013,-0.0123113
"1546",19.504,-0.595772,-0.00387579
"1547",19.505,-0.630175,0.0161254
"1548",19.527,-0.641201,0.00969529
"1549",19.531,-0.641201,0.00969529
"1550",19.546,-0.615339,0.0254452
"1551",19.561,-0.619142,-0.00758171
"1552",19.562,-0.619142,-0.00758171
"1553",19.577,-0.647564,0.00951111
"1554",19.582,-0.610788,-0.0230438
"1555",19.606,-0.613494,-0.0347927
"1556",19.621,-0.613494,-0.0347927
"1557",19.624,-0.599815,-0.0333041
"1558",19.641,-0.617108,-0.0508296
"1559",19.645,-0.617108,-0.0508296
"1560",19.66,-0.594687,-0.0847694
"1561",19.687,-0.580603,-0.1139
"1562",19.689,-0.579029,-0.146614
"1563",19.712,-0.534579,-0.198471
"1564",19.716,-0.569068,-0.225838
"1565",19.731,-0.569068,-0.225838
"1566",19.746,-0.567396,-0.255643
"1567",19.747,-0.54142,-0.270427
"1568",19.772,-0.541906,-0.311595
"1569",19.787,-0.47566,-0.305863
"1570",19.789,-0.47566,-0.305863
"1571",19.804,-0.510754,-0.333728
"1572",19.811,-0.510754,-0.333728
"1573",19.826,-0.442323,-0.367219
"1574",19.827,-0.458115,-0.420645
"1575",19.852,-0.455543,-0.433064
"1576",19.867,-0.427285,-0.43026
"1577",19.882,-0.418957,-0.442999
"1578",19.897,-0.418957,-0.442999
"1579",19.899,-0.393079,-0.447011
"1580",19.921,-0.350453,-0.476412
"1581",19.922,-0.350453,-0.476412
"1582",19.937,-0.397222,-0.510504
"1583",19.939,-0.339656,-0.51953
"1584",19.954,-0.339656,-0.51953
"1585",19.969,-0.334175,-0.529424
"1586",19.97,-0.334175,-0.529424
"1587",20,-0.351954,-0.551233
"1588",20.004,-0.300062,-0.546473
"1589",20.027,-0.320773,-0.572714
"1590",20.028,-0.283882,-0.582131
"1591",20.044,-0.280386,-0.550254
"1592",20.059,-0.280386,-0.550254
"1593",20.061,-0.318021,-0.558704
"1594",20.079,-0.320299,-0.53621
"1595",20.081,-0.320299,-0.53621
"1596",20.096,-0.282165,-0.502868
"1597",20.111,-0.281663,-0.477889
"1598",20.112,-0.281663,-0.477889
"1599",20.127,-0.298484,-0.46723
"1600",20.131,-0.298484,-0.46723
"1601",20.146,-0.304313,-0.467573
"1602",20.161,-0.292879,-0.467428
"1603",20.162,-0.292879,-0.467428
"1604",20.177,-0.301096,-0.45216
"1605",20.201,-0.335525,-0.449314
"1606",20.205,-0.335096,-0.425803
"1607",20.229,-0.339864,-0.390615
"1608",20.244,-0.363436,-0.405283
"1609",20.245,-0.363436,-0.405283
